"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","C"
"1932",350.48895,55.58474,6408.375,19.79099,0,10.21379,45.86892,55.17896,208.68981,14.06924,264.02505,12098.805,63.18537,7.96081,144.4515,64569.648,27.42778,489.10788,13.76253,14.34779,79.58598,19.56716,4107.1905,263.96709,33.69712,-14.47454,11681.217,113.70372,12.26792,-4.57712,540.42456,82.95732,64.72649,27089.745,2.60414,17.932,-8.49224,-219.08673,120.49194,6.36645,13223.781,-789.9327,-2.45004,144.13824,0,12.19451,15.48015,358.01271,61.85905,20.66267,"0"
"1933",269.40201,194.59726,10550.81306,20.83884,0.03162,-0.19252,69.88412,59.49049,255.72705,11.45426,296.51163,13235.19552,33.10811,30.98934,132.86197,34802.57401,13.79322,2304.34691,18.09177,42.97382,-66.30389,22.57453,2048.29083,211.71734,24.34499,-106.52963,5875.77394,95.28808,16.04257,-124.628135163001,536.23615,63.99939,109.20869,32735.26135,6.47197,19.36501,72.47587,-144.33572,59.49196,3.69431,6965.25167,-3669.43557,350.17254,469.00686,0.09215,13.65655,-4.06927,130.20055,-17.08644,14.62293,"0"
"1934",489.22725,207.73209,1845.1221,23.89877,0,2.29502,85.60554,52.22355,267.74346,13.8957,303.87669,13386.621,67.20552,0,160.77345,29582.301,12.4309,2091.6867,35.17123,14.92056,272.1084,17.45134,150.7581,258.38637,34.40609,88.39245,717.8346,84.97695,12.40323,13.56161,394.33569,15.65272,70.05432,20631.276,1.37402,34.21193,68.47981,-221.19537,66.97934,1.46535,6388.4409,-1517.0064,33.71588,216.37089,0,0.85678,59.29032,178.75761,613.24647,18.36145,"0"
"1935",582.153,152.83155,9773.85,29.41774,0.50121,0,41.86202,45.80827,283.39887,9.77771,289.7724,-0.1853,60.48602,35.92947,112.49898,43987.155,9.6936,907.3431,23.05566,8.21224,-118.31499,12.86443,7269.978,142.1538,32.13509,-413.54805,11789.409,100.66065,11.16096,-99.32964,807.1896,32.43994,112.46862,31978.188,6.29845,20.85125,16.4556,-116.38161,69.3243,11.95184,5480.1732,-2707.5807,194.59932,1002.9357,0.16707,22.20475,-16.90321,231.65991,13.2678,3.44264,"0"
"1937",283.19187,104.40597,282.52464,17.45976,0,38.53533,79.76676,57.60734,228.18852,13.20929,293.27829,23239.062,-44.27923,6.23759,110.13711,43834.596,24.62403,367.18971,18.08366,74.60073,57.50722,23.21374,2598.3951,421.20981,34.39733,24.21024,754.17,112.75497,10.50753,-18.34103,471.95586,99.69948,34.77552,16110.534,10.84183,28.03684,1.55304,-286.29549,73.04271,4.76714,9017.748,-1875.8823,74.04321,307.14108,0,6.21505,32.90934,108.60186,27.48946,18.46461,"1"
"1938",393.59394,191.95731,8502.939,20.46554,0,0.59819,42.70155,52.56834,239.20644,12.64749,284.07576,16876.503,16.77735,36.31263,94.90053,28754.853,8.9533,2996.5665,16.6675,52.05436,-86.35833,15.41301,3403.6734,137.09955,26.3126,-144.39216,9725.136,117.01779,10.84121,-37.58699,715.3989,47.54811,163.22364,25951.866,4.08316,21.49709,-10.34524,-88.31172,81.35859,10.44474,11533.35,-2238.1599,43.75939,542.99481,0,19.42681,-41.87845,245.55996,184.34937,11.20581,"0"
"1939",188.03535,43.27232,28.93246,13.90598,0.73182,26.17605,93.66957,62.27388,241.07703,17.45072,296.10798,13960.08,64.87718,15.81694,179.38689,97407.3,66.65538,1032.1641,19.86365,53.09143,25.40497,20.49093,8836.623,277.15644,33.51972,-12.68089,2316.4335,77.03505,10.81451,-21.51027,354.15078,85.46961,51.74386,26539.47,10.6427,22.98908,178.53405,-258.45054,84.82032,5.14034,8001.24,-867.7095,19.25404,333.66813,0,7.95239,-14.66064,27.91878,1.39631,13.4728,"1"
"1940",342.75474,92.08188,6229.1061,18.71045,0.29114,13.20653,49.63115,62.15216,228.02844,12.46299,287.48022,11489.397,11.83895,8.03967,154.91949,64756.293,28.39868,3432.2532,18.05061,-4.18836,92.19228,27.65824,1993.2858,310.08738,28.06354,22.55858,9719.064,104.23623,17.49281,-62.39884,572.51646,31.58544,50.69637,27251.688,6.20706,19.62746,31.92506,-201.78567,85.33575,2.523,8919.699,-3361.6248,41.41352,371.6892,0,8.71622,12.45892,85.67454,-0.8924,11.77471,"0"
"1941",303.5862,121.91886,13053.627,11.97902,0.18598,0,103.10877,61.60092,222.59055,17.6186,297.16644,-53.1861,-17.44658,13.64351,180.0555,40332.432,19.50892,1474.2333,14.87868,53.0345,27.96225,24.73588,7951.56,178.51266,31.49836,14.14679,15046.14,102.7203,10.65215,-8.13048,395.73984,99.10125,71.20041,34085.517,7.24721,12.90086,-2.59038,-149.62512,59.44419,7.30772,7729.449,16.57352,175.94034,178.89561,0,13.61025,19.20277,158.87319,110.5173,23.78568,"1"
"1942",407.90178,167.0214,10389.123,27.88676,0,4.92579,39.62284,57.06797,242.78547,11.10238,291.96453,11988.819,42.11712,47.10085,110.95476,37613.694,11.57227,1256.904,12.51294,7.34139,-250.90056,19.12694,1994.2794,157.61325,25.16768,-343.52754,9002.223,100.46676,15.61022,-62.44376,714.8055,23.03489,87.60309,25865.892,4.11444,16.89644,45.89031,-146.27448,100.96149,7.04794,9611.907,-5297.4612,39.14204,984.4299,0.601725221406914,20.97089,-84.51051,232.13256,66.47674,9.40132,"0"
"1944",339.28473,106.43457,9044.382,18.53395,0.60739,6.12186,86.72334,56.40992,241.37097,11.14667,295.27101,15181.587,10.3816,27.1228,132.52416,50094.069,19.72027,814.4622,16.52115,58.57596,-8.06996,21.38027,4156.4013,175.44837,34.14872,-63.60089,12196.026,113.58159,11.62409,10.10898,588.97848,66.17762,98.33949,25939.101,3.13742,17.8828,2.33189,-172.6863,112.20987,8.43428,11593.035,-57.93557,37.78502,417.17814,0,15.43385,-10.894,209.99805,159.52731,15.60953,"0"
"1945",370.04286,86.99106,8306.496,18.85411,0.38547,10.70618,74.80152,59.12231,241.2792,10.23988,311.17896,10550.307,68.76464,2.55394,161.98302,70462.8,27.54922,4858.12836979121,19.53073,18.73309,32.79715,21.58658,2529.6228,358.18176,18.13962,54.48695,6551.2188,136.27707,15.83191,-42.93518,571.46628,43.7716,50.61557,25956.489,5.25745,21.36074,-19.12922,-254.09112,114.69249,2.32264,10526.364,-4090.182,-3.71321,308.87022,0,6.84904,-2.23951,122.30388,-0.20414,16.82551,"0"
"1946",212.99955,24.69062,2184.9402,17.40208,2.13843,19.95618,64.90326,60.32918,244.11855,13.81435,307.0086,28989.039,68.28123,33.3724,218.73276,178048.29,103.67043,845.5122,21.88328,33.73376,-0.46435,18.17667,13313.067,342.68643,33.25469,-47.01957,4257.3621,71.77863,13.58375,-7.05794,352.56378,74.90157,20.69717,14148.105,7.43668,19.89843,154.1046,-328.32201,140.17005,5.00774,11720.685,-1290.4656,-46.90599,515.33892,0.28512,7.50975,-17.08274,75.50946,31.42288,14.55914,"1"
"1947",403.54926,44.05215,11696.328,26.18681,0.12343,3.82545,45.38572,58.52276,234.72489,8.11136,250.12086,5266.7493,67.17005,0,214.03317,71701.35,16.63349,1676.6448,22.58853,143.76357,286.35966,16.0465,2249.9934,219.66012,32.06478,54.92497,0,132.56487,12.17967,67.32641,630.25428,61.17512,151.21695,34182.462,0,18.68334,-40.58401,-120.13245,101.36238,3.46078,11079.399,2668.1334,10.39388,218.44227,0,12.02636,50.81457,485.59509,402.49494,17.28229,"0"
"1948",400.8141,146.50425,5663.5407,19.46683,1.53713,4.24912,43.29205,52.48692,248.46555,11.45842,292.05009,9680.907,52.9241,39.00722,131.24904,42130.848,11.76719,2105.8317,17.93317,73.31319,-80.3574,17.76239,5733.8862,125.02662,27.91305,-225.59895,10673.886,105.00765,7.87421,-55.48904,589.04817,40.79894,112.33683,31740.069,6.18964,18.84618,47.79195,-120.40293,59.76173,12.38164,10402.923,-1166.3622,64.38749,858.7395,0.380160509449445,20.00593,-72.51348,189.37878,129.77658,13.28823,"0"
"1949",493.78332,71.63856,4564.3293,16.85097,1.88282,5.81013,61.8507,45.99685,271.66749,11.15399,351.70266,7933.965,36.66701,55.16074,116.73972,51832.386,19.71082,1253.5575,15.94866,44.38218,-469.08201,18.27451,8301.183,139.95408,34.46902,-280.52571,10467.507,111.47571,6.32635,1.51881,603.80796,75.01749,133.25832,15773.262,3.27132,21.12318,-15.63851,-134.9019,95.78511,12.31871,11758.911,-874.3956,10.76752,945.2241,0.896037222883368,18.04322,-184.14927,254.00763,72.26094,18.8252,"0"
"1950",484.53111,45.60741,8810.61,18.67982,2.82311,11.22506,71.97114,48.42848,278.71584,10.82983,339.66699,30616.611,66.68443,58.2923,145.57482,95497.38,32.06754,640.99689,16.10833,46.09924,-404.0295,22.75089,10973.001,171.07929,32.98869,-514.12452,10737.159,106.68849,11.53211,-9.94697,599.86392,54.30059,55.39396,10184.952,2.04993,17.87707,16.74927,-229.62441,117.26757,9.15451,12958.821,-1187.8764,-29.13939,1434.11607645056,0.926851123617766,16.76258,-157.5684,150.37239,53.14691,13.8699,"0"
"1951",385.24632,120.31599,7376.997,18.67181,0.36997,10.11181,42.55168,59.54403,216.71382,16.16318,266.80713,-51.08036,-55.83763,1.74673,155.84478,54389.871,16.28345,1912.3281,15.72386,-1.44797,67.16384,31.26273,3797.0493,210.19746,31.99778,78.04659,12857.874,116.02212,17.25048,-98.55546,699.6945,39.18931,55.2158,33441.057,4.12615,11.40163,86.16789,-175.46286,84.74028,7.22589,6322.8012,-4019.8434,186.57945,339.91194,0,19.77657,35.64602,90.03879,-4.24538,14.01666,"0"
"1952",243.10977,44.71683,5896.1259,17.17548,1.70672,19.4304,84.74994,59.07442,230.71254,13.82857,293.65986,20971.998,59.39051,36.94357,214.15392,141984.06,29.85727,935.8401,16.74202,21.48481,-175.44285,25.2756,15655.203,166.51839,33.65765,-179.58699,14195.094,142.35597,16.27779,-30.08724,992.4684,38.27837,98.99223,23228.988,5.97548,13.76647,-40.64983,-155.63019,106.8051,9.92061,10934.844,-4752.306,-20.49335,679.09386,0.537401671165104,24.24212,13.30265,246.05883,222.52293,9.80483,"0"
"1953",406.47762,114.81324,12786.459,13.73362,0,8.35838,53.43043,55.754,246.49146,10.56293,303.60483,11166.27,29.60203,44.68751,136.03143,49379.505,19.39983,3053.4501,16.10495,60.79321,-202.40529,22.45826,7875.384,138.42366,27.09796,-294.39609,9092.061,89.46885,9.16596,-60.84296,521.97948,61.95137,157.90167,30009.894,6.76878,20.02415,73.89831,-104.57157,75.8931,10.56976,7798.242,-1762.9569,66.07212,1059.8469,0.605392767926057,17.00353,-64.80811,91.01997,17.595,16.8705,"0"
"1955",364.69191,119.38173,8795.568,19.13115,0.37602,14.46896,53.73534,60.38714,234.13218,10.66202,289.11,1793.9172,56.65714,17.42705,167.72175,43104.576,23.7676,3498.3552,22.18529,53.52634,59.69639,25.94552,3113.0385,399.01803,26.02859,57.42125,5135.6286,94.63488,13.57706,-32.73229,387.21558,87.78249,54.96616,31535.553,4.0055,16.06072,8.50446,-191.8545,104.48118,4.30322,7075.26,597.96642,17.32376,213.9138,0,5.50502,33.72858,99.7188,167.98464,20.50742,"0"
"1956",446.95877,58.01011,13127.66665,25.06557,0.18047,8.8403,37.84989,59.04202,239.86554,11.08913,272.17404,3969.50301,-36.88597,29.73698,146.93675,90533.40492,27.3852,1599.66501,11.0405780448155,26.60551,-136.26251,13.62793,9859.38629,130.21566,35.88511,-264.30838,17719.03291,103.15319,12.77434,-59.1926,759.42346,30.43507,60.42809,26486.81134,1.8253,17.40673,57.55637,-188.27698,72.93436,9.21769,9287.12551,-3487.60973,35.13746,614.45296,-0.73725,22.84654,-61.37129,164.31794,48.91246,13.98581,"0"
"1957",309.9695,206.37919,5346.07835,17.61632,-0.1334,8.64652,66.19179,51.698238036466,239.80786,10.69037,292.56752,17567.96076,58.46387,20.36515,101.0393,26891.69917,11.29599,758.21253,17.10361,75.38391,66.46501,16.11905,1169.40271,359.87362,29.42874,-74.14551,7771.25759,107.98822,8.2641,-22.49735,396.08918,65.52517,72.37875,25177.55849,3.98692,20.03242,12.14395,-207.61712,67.42709,3.44484,10275.16982,581.01173,54.98526,414.64814,1.02246,7.1475,-23.8644,199.92858,45.34257,19.97568,"0"
"1958",316.06692,95.36973,6105.1959,15.99931,0.33824,10.77318,53.55532,56.99773,239.47002,12.02746,306.09918,22147.068,67.12334,28.99035,129.23907,58157.685,26.96465,302.57604,17.70098,69.27186,-4.3886,16.23529,4403.304,339.28956,34.29424,-60.92196,2998.7469,97.12371,12.66647,-13.02196,377.58249,82.54677,25.56878,19302.267,3.20653,20.40772,69.32154,-283.5417,107.0673,5.14354,11738.97,-531.64983,-18.95961,356.06484,0.11275,7.63775,-34.39119,156.60033,161.71116,16.15028,"0"
"1959",304.2003,238.64478,2523.7785,17.52172,1.05828,0,42.28637,54.88439,250.95231,12.2602,344.00709,13155.816,-22.11871,28.46312,95.73681,21540.696,10.4871,139.20129,19.68404,97.7178,-2.56988,19.26073,1873.7019,336.07692,32.69268,-109.83558,44.39771,109.49679,7.71806,8.88879,457.98957,109.88802,58.32701,21408.216,3.77456,26.31612,26.77807,-165.25224,53.87092,5.45642,8769.417,-432.60654,109.36914,601.06038,0.63497,9.08282,4.04009,136.15218,33.70112,20.28745,"0"
"1960",327.00687,137.83302,10341.582,21.0232,0.1687,9.5781,52.16386,60.35803,225.27396,10.47482,294.69417,-33.68297,57.1262,26.05978,199.55145,48490.992,16.46864,1112.1213,16.70173,65.39758,-44.85876,24.29338,2481.8403,217.63497,31.63767,78.4737,8636.385,112.90884,13.29547,54.33722,427.65786,64.28509,81.96924,32097.765,4.33312,19.51424,7.48271,-187.51302,86.26173,5.30985,8520.327,-704.1105,71.15694,442.39557,0,16.29511,-15.51686,142.05444,91.91007,12.25709,"0"
"1961",296.19906,28.19968,17058.525,15.76491,5.45114,7.37845,111.07068,64.02538,238.89111,10.9443,300.2328,14457.294,63.91097,12.4841,236.06763,119214.06,71.69307,1387.0518,13.7713,62.58728,214.86531,22.37836,15301.026,239.10846,34.34406,15.17696,0,100.42881,8.04533,28.86153,348.61905,96.92016,33.52462,30916.692,5.10949,14.33144,52.58159,-286.8813,92.598,5.02286,14390.778,5793.1227,-38.45963,175.38627,0.50208,9.5939,-89.45505,151.87107,69.77418,15.75091,"1"
"1962",241.88916,14.45585,28104.735,18.14183,2.75765,10.1252,77.11509,63.55162,211.92936,10.49863,296.05623,8329.611,62.0497,42.496,344.38245,245466.772723904,130.92474,3090.5514,12.2041,65.55069,-123.08565,22.35462,25349.5755339353,167.02416,32.70145,-7.04,38806.29,97.1244,9.00519,-4.20984,552.97083,68.96502,49.00504,20644.524,5.7057,16.94626,37.29643,-257.15886,120.6258,8.15884,14516.979,-697.8453,-38.05081,179.63943,0.29337,18.47303,-65.26572,159.68601,3.28434,15.43413,"1"
"1963",467.40945,76.4382,12460.71,21.28312,0.80099,5.885,64.09914,54.54195,260.13207,11.55488,292.87395,8101.428,6.17488,8.15552,143.6925,73427.04,19.4066,1848.5997,27.11942,28.59926,-20.27482,24.25868,5907.8007,168.46281,33.82546,113.98179,7482.636,117.0309,13.46797,-55.96238,850.1835,62.29506,127.48371,25299.609,2.40306,15.2272,-55.83929,-139.57803,75.21828,7.71986,8793.774,-2707.6635,5.48358,373.13958,0.11443,14.52664,82.03341,227.03208,242.94969,17.83229,"0"
"1964",342.13029,120.63408,11632.848,21.2146,0.41734,4.52067,50.48551,55.96473,231.47982,9.24724,303.13701,15588.135,52.83661,26.27989,119.67843,42844.929,19.55708,1924.7964,15.30241,93.98145,-29.23213,22.81451,3576.615,238.36119,28.25757,-64.42033,10757.1,109.57959,11.9519,-36.07396,521.31363,80.5161,122.04168,21590.928,7.31876,21.4492,-1.85248,-133.43841,89.36121,5.92326,10025.079,-2679.6426,39.45675,359.65008,0.13911,12.41538,-1.39552,135.90171,-8.26696,18.66698,"0"
"1965",392.13942,86.25414,9672.834,20.8349,2.07692,7.62899,45.49867,55.27631,247.02966,8.76907,310.65663,13958.7,56.2063,37.04355,109.11039,41680.071,20.73657,1094.9748,15.57696,88.59324,-69.10695,17.88459,2722.6641,213.42528,31.83412,-14.72322,10692.999,120.18972,10.78532,6.02039,554.59647,69.41193,123.97437,15761.739,4.60696,21.31141,-14.05109,-147.57444,84.35388,4.77673,14412.789,-3187.1514,-14.13444,276.18837,0,14.92153,-46.77379,381.40509,92.55177,14.10346,"0"
"1967",411.58224,96.86013,10563.831,26.27796,0,7.40115,37.79792,52.52825,238.5054,11.41108,275.79438,18086.28,14.32054,35.4079,111.20661,45928.263,12.3479,2315.3295,17.85582,69.63273,-139.42692,14.41217,3742.0839,128.58357,24.05064,-174.14151,12993.735,124.25589,10.50477,-20.9326,847.2441,40.69144,135.6402,18766.275,2.872,17.46569,-40.45498,-122.13345,75.06648,9.50813,11670.798,-3419.8263,44.48837,646.1505,0,24.14013,-38.76061,297.68601,169.91733,14.74523,"0"
"1968",323.541,64.94225,38936.424,16.59319,0.8299,0,41.4937,56.5466,227.23011,9.52366,306.83679,177.51975,50.09952,32.55627,181.31682,59290.527,22.8085,1096.6998,16.59795,48.00192,-61.49618,21.81442,9907.296,172.14051,31.50312,30.4546,15305.097,118.68138,8.40717,25.87383,517.25436,94.63695,60.2853,31557.426,2.94119,18.58287,-16.44263,-149.49264,65.93944,10.3135,9970.293,-275.82474,72.36099,207.96669,0,17.31679,2.97957,267.05691,74.84361,19.09451,"0"
"1970",322.20861,107.52063,32564.136,13.58858,0.8042,0,73.58505,60.98924,241.05978,7.92279,308.65494,-14.71052,41.35722,43.85681,156.92532,51314.61,24.35935,1429.0797,17.85313,90.25476,-139.7043,17.37061,6730.5843,158.18043,34.09518,-94.81083,8424.555,98.94393,9.04411,-78.30741,366.00981,73.92453,133.14585,31980.396,9.03955,22.7177,59.61055,-138.04347,59.16301,9.86728,8333.613,-2664.159,131.92317,513.0426,0.16084,13.21964,-46.53774,94.01319,136.68831,17.87611,"1"
"1972",376.51299,178.82385,11268.528,20.65515,0,3.28419,72.50244,57.97428,234.02523,13.42643,283.42716,-42.6912,67.44288,18.12161,138.04692,36582.42,12.51839,2779.3269,19.42957,15.36734,-6.14515,17.68594,1037.9532,192.02079,27.64313,-40.38825,11311.791,96.84357,21.16955,-96.93396,569.59569,29.43961,71.5392,33334.659,4.80708,22.5365,9.36709,-158.35155,81.48003,5.13615,6570.8217,-4670.3616,146.49183,471.49977,0,14.59847,0.28932,162.98214,20.20334,3.8416,"0"
"1973",234.39852,76.58103,8169.807,19.21719,0.72479,16.11378,56.66342,60.82405,236.73003,11.70116,302.21172,9545.115,38.10477,8.3726,173.29695,65506.185,39.81728,782.2737,24.20796,58.32135,60.88643,18.84452,2671.0383,327.20007,32.10059,0.96465,4095.9573,91.50297,12.28165,-15.12073,268.33203,63.72709,84.78513,27293.64,5.16019,19.49471,131.29182,-184.45011,98.61135,4.06172,7627.536,-628.68453,-26.12851,531.82992,0,6.48919,-2.89698,38.48296,24.5226,17.38331,"0"
"1974",283.1829,48.6488,19736.277,17.19949,0.95592,0,71.94906,57.30002,222.25038,12.57028,299.58972,-170.21334,41.45768,25.48591,141.8709,71219.04,34.99059,344.4687,16.68517,122.86071,43.49125,23.20277,6968.379,307.0017,32.64921,1.05348,378.86796,112.34166,9.99161,18.00403,549.52842,111.64062,30.04488,20951.988,2.62844,23.62581,-19.27681,-266.02674,86.62536,8.17215,11346.567,-201.2385,54.64082,198.66204,0.1738,10.4644,25.94697,185.72454,12.92577,19.23044,"1"
"1975",355.71984,117.05367,8499.42,19.90264,0.29175,0,28.0534,50.82257,235.76748,8.30243,305.56374,15528.933,54.38387,14.30708,94.00422,29705.466,12.47223,400.08339,16.7759,117.59463,65.28628,18.52643,2292.3801,305.32155,32.90258,-7.22768,10081.935,113.67681,11.74518,26.01224,638.01609,105.86187,115.95036,20523.912,1.69173,23.06905,-1.84191,-149.36292,65.3657,7.63471,10030.806,-557.61522,138.19941,267.77244,0.14588,11.56371,28.08238,277.11021,83.93367,18.56031,"0"
"1976",426.49038,158.27082,1962.9189,17.68677,0,11.48567,21.90467,47.85709,247.38225,7.42523,300.90693,23492.223,-17.72306,58.89626,103.13982,30529.395,8.79094,456.06516,16.06348,49.69891,-273.91689,13.6905,4948.1487,118.91253,33.65792,-335.37657,2157.8646,94.03734,9.91999,-28.40226,767.0592,42.24698,43.33669,12950.196,0.17077,15.49581,43.27349,-184.36455,113.2704,15.94528,10784.355,-2454.1644,-10.31792,844.215,0.461201022584166,22.58487,-129.69792,300.47637,170.86539,16.56421,"0"
"1978",277.54491,27.42529,10496.901,16.07224,0.52672,14.3992,114.02457,63.25202,213.00852,12.41296,281.62488,-46.43521,45.9215,21.17058,282.99108,155078.88,78.05349,2218.3707,16.40351,65.27214,5.47148,22.34786,14905.311,188.59839,30.99653,18.01093,0,96.52824,11.20098,39.37954,435.84609,81.2061,59.43025,31583.232,7.16448,20.02139,38.7562,-242.80479,88.32414,7.44648,10113.192,-539.70075,90.07881,167.59479,0,15.80183,-2.99405,110.01498,-7.04228,15.16799,"1"
"1979",241.0929,28.12502,1586.4618,17.06984,0.44089,28.20824,95.73405,63.12279,211.07169,12.40427,280.02408,9647.58,60.71558,11.35988,220.17624,142674.06,87.58653,718.5936,17.12138,78.73452,37.55408,27.18848,15773.814,267.49713,33.64599,49.26828,701.2056,100.61373,9.94124,12.17533,438.65991,96.08388,28.432,26735.775,8.53709,22.47641,43.85026,-321.92847,84.41667,5.85043,9924.339,-150.41034,37.14263,209.16039,0,11.82315,11.06243,69.33465,-1.70767,16.59657,"1"
"1981",212.27505,89.28324,14474.544,21.01505,0.17424,3.00032,81.92853,62.035,250.263,16.33437,292.63314,2736.0087,61.39972,3.43496,182.18415,67590.192,36.5522,5821.185,26.3106,4.05815,116.96121,24.39392,2965.0611,410.46444,27.65768,116.2374,8669.367,84.8355,22.51304,-58.65518,378.94179,47.28398,77.47458,31526.169,8.28255,22.91821,103.08945,-183.60555,88.19649,3.6547,6151.902,-3756.3186,33.32051,351.06993,0,5.93976,30.45977,61.42649,10.83956,13.40553,"0"
"1982",317.1585,139.92924,1563.5331,21.2324,0,0,53.47942,49.44816,229.12347,13.10614,298.494,7974.123,-25.48977,0.3613,85.37577,17416.635,6.67137,274.74006,15.53052,71.73585,71.47158,21.52089,1435.4001,331.51257,27.89498,34.16252,6224.007,138.28635,13.33522,15.75305,692.5599,94.55622,53.93516,24145.584,0.22355,20.88423,-40.09438,-148.54182,74.25573,6.70431,11967.843,-2635.2204,25.12911,239.40378,0,9.71734,29.64578,806.5686,85.23087,17.83077,"0"
